"system_id","last_reported","station_id","num_bikes_available","num_docks_available","is_installed","is_renting","is_returning","name","short_name","address","lat","lon","region_id","capacity"
"dublin_bikes","2024-09-02 11:10:00","98",37,3,true,true,true,"FREDERICK STREET SOUTH","","Frederick Street South",53.341515,-6.256853,"",40
"dublin_bikes","2024-09-02 11:10:00","99",21,9,true,true,true,"CITY QUAY","","City Quay",53.346638,-6.246154,"",30
"dublin_bikes","2024-09-02 11:15:00","100",1,24,true,true,true,"HEUSTON BRIDGE (SOUTH)","","Heuston Bridge (South)",53.347107,-6.292041,"",25
"dublin_bikes","2024-09-02 11:15:00","108",17,18,true,true,true,"AVONDALE ROAD","","Avondale Road",53.359406,-6.276142,"",35
"dublin_bikes","2024-09-02 11:15:00","11",13,17,true,true,true,"EARLSFORT TERRACE","","Earlsfort Terrace",53.334293,-6.258503,"",30
"dublin_bikes","2024-09-02 11:15:00","114",25,15,true,true,true,"WILTON TERRACE (PARK)","","Wilton Terrace (Park)",53.333652,-6.248345,"",40
"dublin_bikes","2024-09-02 11:15:00","115",9,21,true,true,true,"KILLARNEY STREET","","Killarney Street",53.354843,-6.247579,"",30
"dublin_bikes","2024-09-02 11:15:00","117",20,20,true,true,true,"HANOVER QUAY EAST","","Hanover Quay East",53.343655,-6.231755,"",40
"dublin_bikes","2024-09-02 11:15:00","16",13,7,true,true,true,"GEORGES QUAY","","Georges Quay",53.347507,-6.252192,"",20
"dublin_bikes","2024-09-02 11:15:00","19",22,7,true,true,true,"HERBERT PLACE","","Herbert Place",53.33443,-6.245575,"",30
"dublin_bikes","2024-09-02 11:15:00","24",3,17,true,true,true,"CATHAL BRUGHA STREET","","Cathal Brugha Street",53.35215,-6.260533,"",20
"dublin_bikes","2024-09-02 11:15:00","26",18,2,true,true,true,"MERRION SQUARE WEST","","Merrion Square West",53.339764,-6.251988,"",20
"dublin_bikes","2024-09-02 11:15:00","27",16,4,true,true,true,"MOLESWORTH STREET","","Molesworth Street",53.34129,-6.258117,"",20
"dublin_bikes","2024-09-02 11:15:00","28",6,24,true,true,true,"MOUNTJOY SQUARE WEST","","Mountjoy Square West",53.3563,-6.258586,"",30
"dublin_bikes","2024-09-02 11:15:00","29",19,10,true,true,true,"ORMOND QUAY UPPER","","Ormond Quay Upper",53.346058,-6.268001,"",29
"dublin_bikes","2024-09-02 11:15:00","30",3,17,true,true,true,"PARNELL SQUARE NORTH","","Parnell Square North",53.35374,-6.265301,"",20
"dublin_bikes","2024-09-02 11:15:00","33",19,4,true,true,true,"PRINCES STREET / O'CONNELL STREET","","Princes Street / O'Connell Street",53.349014,-6.260311,"",23
"dublin_bikes","2024-09-02 11:15:00","35",4,26,true,true,true,"SMITHFIELD","","Smithfield",53.34769,-6.278214,"",30
"dublin_bikes","2024-09-02 11:15:00","38",21,18,true,true,true,"TALBOT STREET","","Talbot Street",53.350975,-6.25294,"",40
"dublin_bikes","2024-09-02 11:15:00","39",18,2,true,true,true,"WILTON TERRACE","","Wilton Terrace",53.332382,-6.252717,"",20
"dublin_bikes","2024-09-02 11:15:00","40",18,3,true,true,true,"JERVIS STREET","","Jervis Street",53.3483,-6.266651,"",21
"dublin_bikes","2024-09-02 11:15:00","48",5,35,true,true,true,"EXCISE WALK","","Excise Walk",53.34778,-6.244239,"",40
"dublin_bikes","2024-09-02 11:15:00","49",24,15,true,true,true,"GUILD STREET","","Guild Street",53.34793,-6.240928,"",40
"dublin_bikes","2024-09-02 11:15:00","5",11,29,true,true,true,"CHARLEMONT PLACE","","Charlemont Street",53.33066,-6.260177,"",40
"dublin_bikes","2024-09-02 11:15:00","50",1,39,true,true,true,"GEORGES LANE","","George's Lane",53.35023,-6.279696,"",40
"dublin_bikes","2024-09-02 11:15:00","57",15,8,true,true,true,"GRATTAN STREET","","Grattan Street",53.33963,-6.243778,"",23
"dublin_bikes","2024-09-02 11:15:00","60",15,15,true,true,true,"NORTH CIRCULAR ROAD","","North Circular Road",53.359623,-6.260348,"",30
"dublin_bikes","2024-09-02 11:15:00","61",2,23,true,true,true,"HARDWICKE PLACE","","Hardwicke Place",53.357044,-6.263232,"",25
"dublin_bikes","2024-09-02 11:15:00","62",21,19,true,true,true,"LIME STREET","","Lime Street",53.346027,-6.243576,"",40
"dublin_bikes","2024-09-02 11:15:00","65",21,19,true,true,true,"CONVENTION CENTRE","","Convention Centre",53.34744,-6.238523,"",40
"dublin_bikes","2024-09-02 11:15:00","67",34,5,true,true,true,"THE POINT","","The Point",53.346867,-6.230852,"",40
"dublin_bikes","2024-09-02 11:15:00","68",29,10,true,true,true,"HANOVER QUAY","","Hanover Quay",53.344116,-6.237153,"",40
"dublin_bikes","2024-09-02 11:15:00","75",12,28,true,true,true,"JAMES STREET","","James Street",53.343456,-6.287409,"",40
"dublin_bikes","2024-09-02 11:15:00","77",10,19,true,true,true,"WOLFE TONE STREET","","Wolfe Tone Street",53.348873,-6.267459,"",29
"dublin_bikes","2024-09-02 11:15:00","79",0,27,true,true,true,"ECCLES STREET EAST","","Eccles Street East",53.358116,-6.265601,"",27
"dublin_bikes","2024-09-02 11:15:00","8",4,26,true,true,true,"CUSTOM HOUSE QUAY","","Custom House Quay",53.347885,-6.248048,"",30
"dublin_bikes","2024-09-02 11:15:00","80",13,27,true,true,true,"ST JAMES HOSPITAL (LUAS)","","St James Hospital (Luas)",53.34136,-6.292951,"",40
"dublin_bikes","2024-09-02 11:15:00","82",0,22,true,true,true,"MOUNT BROWN","","Mount Brown",53.341644,-6.29719,"",22
"dublin_bikes","2024-09-02 11:15:00","89",8,32,true,true,true,"FITZWILLIAM SQUARE EAST","","Fitzwilliam Square East",53.335213,-6.2509,"",40
"dublin_bikes","2024-09-02 11:15:00","90",31,7,true,true,true,"BENSON STREET","","Benson Street",53.344154,-6.233451,"",40
"dublin_bikes","2024-09-02 11:15:00","91",12,18,true,true,true,"SOUTH DOCK ROAD","","South Dock Road",53.34183,-6.231291,"",30
"dublin_bikes","2024-09-02 11:20:00","1",30,0,true,true,true,"CLARENDON ROW","","Clarendon Row",53.340927,-6.262501,"",31
"dublin_bikes","2024-09-02 11:20:00","10",4,12,true,true,true,"DAME STREET","","Dame Street",53.344006,-6.266802,"",16
"dublin_bikes","2024-09-02 11:20:00","101",11,19,true,true,true,"KING STREET NORTH","","King Street North",53.350292,-6.273507,"",30
"dublin_bikes","2024-09-02 11:20:00","102",3,37,true,true,true,"WESTERN WAY","","Western Way",53.35493,-6.269425,"",40
"dublin_bikes","2024-09-02 11:20:00","103",7,33,true,true,true,"GRANGEGORMAN LOWER (SOUTH)","","Grangegorman Lower (South)",53.354664,-6.278681,"",40
"dublin_bikes","2024-09-02 11:20:00","104",0,40,true,true,true,"GRANGEGORMAN LOWER (CENTRAL)","","Grangegorman Lower (Central)",53.35517,-6.278424,"",40
"dublin_bikes","2024-09-02 11:20:00","105",0,36,true,true,true,"GRANGEGORMAN LOWER (NORTH)","","Grangegorman Lower (North)",53.355953,-6.278378,"",36
"dublin_bikes","2024-09-02 11:20:00","106",17,23,true,true,true,"RATHDOWN ROAD","","Rathdown Road",53.35893,-6.280337,"",40
"dublin_bikes","2024-09-02 11:20:00","107",3,37,true,true,true,"CHARLEVILLE ROAD","","Charleville Road",53.359158,-6.281866,"",40
"dublin_bikes","2024-09-02 11:20:00","108",17,18,true,true,true,"AVONDALE ROAD","","Avondale Road",53.359406,-6.276142,"",35
"dublin_bikes","2024-09-02 11:20:00","109",26,3,true,true,true,"BUCKINGHAM STREET LOWER","","Buckingham Street Lower",53.353333,-6.249319,"",29
"dublin_bikes","2024-09-02 11:20:00","11",13,17,true,true,true,"EARLSFORT TERRACE","","Earlsfort Terrace",53.334293,-6.258503,"",30
"dublin_bikes","2024-09-02 11:20:00","110",1,39,true,true,true,"PHIBSBOROUGH ROAD","","Phibsborough Road",53.356308,-6.273717,"",40
"dublin_bikes","2024-09-02 11:20:00","111",0,40,true,true,true,"MOUNTJOY SQUARE EAST","","Mountjoy Square East",53.356716,-6.256359,"",40
"dublin_bikes","2024-09-02 11:20:00","112",12,18,true,true,true,"NORTH CIRCULAR ROAD (O'CONNELL'S)","","North Circular Road (O'Connell's)",53.35784,-6.251557,"",30
"dublin_bikes","2024-09-02 11:20:00","113",23,17,true,true,true,"MERRION SQUARE SOUTH","","Merrion Square South",53.338615,-6.248606,"",40
"dublin_bikes","2024-09-02 11:20:00","114",25,15,true,true,true,"WILTON TERRACE (PARK)","","Wilton Terrace (Park)",53.333652,-6.248345,"",40
"dublin_bikes","2024-09-02 11:20:00","115",8,22,true,true,true,"KILLARNEY STREET","","Killarney Street",53.354843,-6.247579,"",30
"dublin_bikes","2024-09-02 11:20:00","116",12,18,true,true,true,"BROADSTONE","","Broadstone",53.3547,-6.272314,"",30
"dublin_bikes","2024-09-02 11:20:00","117",20,20,true,true,true,"HANOVER QUAY EAST","","Hanover Quay East",53.343655,-6.231755,"",40
"dublin_bikes","2024-09-02 11:20:00","12",1,19,true,true,true,"ECCLES STREET","","Eccles Street",53.359245,-6.269779,"",20
"dublin_bikes","2024-09-02 11:20:00","13",11,19,true,true,true,"FITZWILLIAM SQUARE WEST","","Fitzwilliam Square West",53.336075,-6.252825,"",30
"dublin_bikes","2024-09-02 11:20:00","14",13,17,true,true,true,"FOWNES STREET UPPER","","Fownes Street Upper",53.344604,-6.263371,"",30
"dublin_bikes","2024-09-02 11:20:00","15",0,16,true,true,true,"HARDWICKE STREET","","Hardwicke Street",53.355473,-6.264423,"",16
"dublin_bikes","2024-09-02 11:20:00","16",13,7,true,true,true,"GEORGES QUAY","","Georges Quay",53.347507,-6.252192,"",20
"dublin_bikes","2024-09-02 11:20:00","17",8,12,true,true,true,"GOLDEN LANE","","Golden Lane",53.3408,-6.267732,"",20
"dublin_bikes","2024-09-02 11:20:00","18",9,21,true,true,true,"GRANTHAM STREET","","Grantham Street",53.33412,-6.265436,"",30
"dublin_bikes","2024-09-02 11:20:00","19",21,9,true,true,true,"HERBERT PLACE","","Herbert Place",53.33443,-6.245575,"",30
"dublin_bikes","2024-09-02 11:20:00","2",0,20,true,true,true,"BLESSINGTON STREET","","Blessington Street",53.35677,-6.26814,"",20
"dublin_bikes","2024-09-02 11:20:00","20",21,9,true,true,true,"JAMES STREET EAST","","James Street East",53.336597,-6.248109,"",30
"dublin_bikes","2024-09-02 11:20:00","21",2,28,true,true,true,"LEINSTER STREET SOUTH","","Leinster Street South",53.34218,-6.254485,"",30
"dublin_bikes","2024-09-02 11:20:00","22",13,7,true,true,true,"TOWNSEND STREET","","Townsend Street",53.34592,-6.254614,"",20
"dublin_bikes","2024-09-02 11:20:00","23",15,15,true,true,true,"CUSTOM HOUSE","","Custom House",53.348278,-6.254662,"",30
"dublin_bikes","2024-09-02 11:20:00","24",4,16,true,true,true,"CATHAL BRUGHA STREET","","Cathal Brugha Street",53.35215,-6.260533,"",20
"dublin_bikes","2024-09-02 11:20:00","25",16,14,true,true,true,"MERRION SQUARE EAST","","Merrion Square East",53.339436,-6.246548,"",30
"dublin_bikes","2024-09-02 11:20:00","26",18,2,true,true,true,"MERRION SQUARE WEST","","Merrion Square West",53.339764,-6.251988,"",20
"dublin_bikes","2024-09-02 11:20:00","27",15,5,true,true,true,"MOLESWORTH STREET","","Molesworth Street",53.34129,-6.258117,"",20
"dublin_bikes","2024-09-02 11:20:00","28",6,24,true,true,true,"MOUNTJOY SQUARE WEST","","Mountjoy Square West",53.3563,-6.258586,"",30
"dublin_bikes","2024-09-02 11:20:00","29",20,9,true,true,true,"ORMOND QUAY UPPER","","Ormond Quay Upper",53.346058,-6.268001,"",29
"dublin_bikes","2024-09-02 11:20:00","3",11,9,true,true,true,"BOLTON STREET","","Bolton Street",53.35118,-6.269859,"",20
"dublin_bikes","2024-09-02 11:20:00","31",0,20,true,true,true,"PARNELL STREET","","Parnell Street",53.35093,-6.265125,"",20
"dublin_bikes","2024-09-02 11:20:00","32",11,19,true,true,true,"PEARSE STREET","","Pearse Street",53.344303,-6.2504272,"",30
"dublin_bikes","2024-09-02 11:20:00","33",19,4,true,true,true,"PRINCES STREET / O'CONNELL STREET","","Princes Street / O'Connell Street",53.349014,-6.260311,"",23
"dublin_bikes","2024-09-02 11:20:00","34",16,14,true,true,true,"PORTOBELLO HARBOUR","","Portobello Harbour",53.33036,-6.265163,"",30
"dublin_bikes","2024-09-02 11:20:00","36",24,16,true,true,true,"ST. STEPHEN'S GREEN EAST","","St. Stephen's Green East",53.337826,-6.256035,"",40
"dublin_bikes","2024-09-02 11:20:00","37",8,22,true,true,true,"ST. STEPHEN'S GREEN SOUTH","","St. Stephen's Green South",53.337494,-6.26199,"",30
"dublin_bikes","2024-09-02 11:20:00","38",22,18,true,true,true,"TALBOT STREET","","Talbot Street",53.350975,-6.25294,"",40
"dublin_bikes","2024-09-02 11:20:00","39",18,2,true,true,true,"WILTON TERRACE","","Wilton Terrace",53.332382,-6.252717,"",20
"dublin_bikes","2024-09-02 11:20:00","4",5,15,true,true,true,"GREEK STREET","","Greek Street",53.346874,-6.272976,"",20
"dublin_bikes","2024-09-02 11:20:00","40",18,3,true,true,true,"JERVIS STREET","","Jervis Street",53.3483,-6.266651,"",21
"dublin_bikes","2024-09-02 11:20:00","41",2,18,true,true,true,"HARCOURT TERRACE","","Harcourt Terrace",53.332764,-6.257942,"",20
"dublin_bikes","2024-09-02 11:20:00","42",7,23,true,true,true,"SMITHFIELD NORTH","","Smithfield North",53.349564,-6.2781982,"",30
"dublin_bikes","2024-09-02 11:20:00","43",1,29,true,true,true,"PORTOBELLO ROAD","","Portobello Road",53.33009,-6.268044,"",30
"dublin_bikes","2024-09-02 11:20:00","44",0,30,true,true,true,"UPPER SHERRARD STREET","","Upper Sherrard Street",53.358437,-6.260641,"",30
"dublin_bikes","2024-09-02 11:20:00","45",1,29,true,true,true,"DEVERELL PLACE","","Deverell Place",53.351463,-6.255265,"",30
"dublin_bikes","2024-09-02 11:20:00","47",12,28,true,true,true,"HERBERT STREET","","Herbert Street",53.335743,-6.24551,"",40
"dublin_bikes","2024-09-02 11:20:00","48",5,35,true,true,true,"EXCISE WALK","","Excise Walk",53.34778,-6.244239,"",40
"dublin_bikes","2024-09-02 11:20:00","49",24,16,true,true,true,"GUILD STREET","","Guild Street",53.34793,-6.240928,"",40
"dublin_bikes","2024-09-02 11:20:00","51",0,0,true,true,true,"YORK STREET WEST","","York Street West",53.339333,-6.264699,"",40
"dublin_bikes","2024-09-02 11:20:00","52",17,15,true,true,true,"YORK STREET EAST","","York Street East",53.338757,-6.262003,"",32
"dublin_bikes","2024-09-02 11:20:00","53",11,29,true,true,true,"NEWMAN HOUSE","","Newman House",53.33713,-6.26059,"",40
"dublin_bikes","2024-09-02 11:20:00","54",18,15,true,true,true,"CLONMEL STREET","","Clonmel Street",53.33602,-6.26298,"",33
"dublin_bikes","2024-09-02 11:20:00","55",15,21,true,true,true,"HATCH STREET","","Hatch Street",53.33403,-6.260714,"",36
"dublin_bikes","2024-09-02 11:20:00","56",13,27,true,true,true,"MOUNT STREET LOWER","","Mount Street Lower",53.33796,-6.24153,"",40
"dublin_bikes","2024-09-02 11:20:00","57",14,9,true,true,true,"GRATTAN STREET","","Grattan Street",53.33963,-6.243778,"",23
"dublin_bikes","2024-09-02 11:20:00","58",35,5,true,true,true,"SIR PATRICK DUN'S","","Sir Patrick's Dun",53.33922,-6.240642,"",40
"dublin_bikes","2024-09-02 11:20:00","59",0,20,true,true,true,"DENMARK STREET GREAT","","Denmark Street Great",53.35561,-6.261397,"",20
"dublin_bikes","2024-09-02 11:20:00","6",5,15,true,true,true,"CHRISTCHURCH PLACE","","Christchurch Place",53.34337,-6.27012,"",20
"dublin_bikes","2024-09-02 11:20:00","60",16,14,true,true,true,"NORTH CIRCULAR ROAD","","North Circular Road",53.359623,-6.260348,"",30
"dublin_bikes","2024-09-02 11:20:00","61",2,23,true,true,true,"HARDWICKE PLACE","","Hardwicke Place",53.357044,-6.263232,"",25
"dublin_bikes","2024-09-02 11:20:00","62",20,20,true,true,true,"LIME STREET","","Lime Street",53.346027,-6.243576,"",40
"dublin_bikes","2024-09-02 11:20:00","63",8,27,true,true,true,"FENIAN STREET","","Fenian Street",53.341427,-6.24672,"",35
"dublin_bikes","2024-09-02 11:20:00","64",9,31,true,true,true,"SANDWITH STREET","","Sandwith Street",53.345203,-6.247163,"",40
"dublin_bikes","2024-09-02 11:20:00","66",14,25,true,true,true,"NEW CENTRAL BANK","","New Central Bank",53.347122,-6.234749,"",40
"dublin_bikes","2024-09-02 11:20:00","67",35,4,true,true,true,"THE POINT","","The Point",53.346867,-6.230852,"",40
"dublin_bikes","2024-09-02 11:20:00","68",30,9,true,true,true,"HANOVER QUAY","","Hanover Quay",53.344116,-6.237153,"",40
"dublin_bikes","2024-09-02 11:20:00","69",21,19,true,true,true,"GRAND CANAL DOCK","","Grand Canal Dock",53.342636,-6.238695,"",40
"dublin_bikes","2024-09-02 11:20:00","7",0,29,true,true,true,"HIGH STREET","","High Street",53.343567,-6.275071,"",29
"dublin_bikes","2024-09-02 11:20:00","71",2,38,true,true,true,"KEVIN STREET","","Kevin Street",53.337757,-6.2676992,"",40
"dublin_bikes","2024-09-02 11:20:00","72",4,27,true,true,true,"JOHN STREET WEST","","John Street West",53.343105,-6.277167,"",31
"dublin_bikes","2024-09-02 11:20:00","73",1,29,true,true,true,"FRANCIS STREET","","Francis Street",53.34208,-6.275233,"",30
"dublin_bikes","2024-09-02 11:20:00","74",3,27,true,true,true,"OLIVER BOND STREET","","Oliver Bond Street",53.34389,-6.280531,"",30
"dublin_bikes","2024-09-02 11:20:00","76",3,35,true,true,true,"MARKET STREET SOUTH","","Market Street South",53.342297,-6.287661,"",38
"dublin_bikes","2024-09-02 11:20:00","77",11,18,true,true,true,"WOLFE TONE STREET","","Wolfe Tone Street",53.348873,-6.267459,"",29
"dublin_bikes","2024-09-02 11:20:00","78",1,39,true,true,true,"MATER HOSPITAL","","Mater Hospital",53.359966,-6.264828,"",40
"dublin_bikes","2024-09-02 11:20:00","8",4,26,true,true,true,"CUSTOM HOUSE QUAY","","Custom House Quay",53.347885,-6.248048,"",30
"dublin_bikes","2024-09-02 11:20:00","82",0,22,true,true,true,"MOUNT BROWN","","Mount Brown",53.341644,-6.29719,"",22
"dublin_bikes","2024-09-02 11:20:00","83",3,37,true,true,true,"EMMET ROAD","","Emmet Road",53.340714,-6.308191,"",40
"dublin_bikes","2024-09-02 11:20:00","84",15,15,true,true,true,"BROOKFIELD ROAD","","Brookfield Road",53.339005,-6.300217,"",30
"dublin_bikes","2024-09-02 11:20:00","86",16,22,true,true,true,"PARKGATE STREET","","Parkgate Street",53.347973,-6.291804,"",38
"dublin_bikes","2024-09-02 11:20:00","87",30,8,true,true,true,"COLLINS BARRACKS MUSEUM","","Collins Barracks Museum",53.347477,-6.28525,"",38
"dublin_bikes","2024-09-02 11:20:00","88",2,28,true,true,true,"BLACKHALL PLACE","","Blackhall Place",53.3488,-6.281637,"",30
"dublin_bikes","2024-09-02 11:20:00","89",8,32,true,true,true,"FITZWILLIAM SQUARE EAST","","Fitzwilliam Square East",53.335213,-6.2509,"",40
"dublin_bikes","2024-09-02 11:20:00","9",11,13,true,true,true,"EXCHEQUER STREET","","Exchequer Street",53.343033,-6.263578,"",24
"dublin_bikes","2024-09-02 11:20:00","91",12,18,true,true,true,"SOUTH DOCK ROAD","","South Dock Road",53.34183,-6.231291,"",30
"dublin_bikes","2024-09-02 11:20:00","92",21,19,true,true,true,"HEUSTON BRIDGE (NORTH)","","Heuston Bridge (North)",53.3478,-6.292432,"",40
"dublin_bikes","2024-09-02 11:20:00","93",17,23,true,true,true,"HEUSTON STATION (CENTRAL)","","Heuston Station (Central)",53.346603,-6.296924,"",40
"dublin_bikes","2024-09-02 11:20:00","94",23,17,true,true,true,"HEUSTON STATION (CAR PARK)","","Heuston Station (Car Park)",53.346985,-6.297804,"",40
"dublin_bikes","2024-09-02 11:20:00","95",11,29,true,true,true,"ROYAL HOSPITAL","","Royal Hospital",53.3439,-6.29706,"",40
"dublin_bikes","2024-09-02 11:20:00","96",2,28,true,true,true,"KILMAINHAM LANE","","Kilmainham Lane",53.341805,-6.305085,"",30
"dublin_bikes","2024-09-02 11:20:00","97",18,22,true,true,true,"KILMAINHAM GAOL","","Kilmainham Gaol",53.342113,-6.310015,"",40
"dublin_bikes","2024-09-02 11:20:00","98",37,3,true,true,true,"FREDERICK STREET SOUTH","","Frederick Street South",53.341515,-6.256853,"",40
"dublin_bikes","2024-09-02 11:20:00","99",21,9,true,true,true,"CITY QUAY","","City Quay",53.346638,-6.246154,"",30
"dublin_bikes","2024-09-02 11:25:00","100",1,24,true,true,true,"HEUSTON BRIDGE (SOUTH)","","Heuston Bridge (South)",53.347107,-6.292041,"",25
"dublin_bikes","2024-09-02 11:25:00","115",8,22,true,true,true,"KILLARNEY STREET","","Killarney Street",53.354843,-6.247579,"",30
"dublin_bikes","2024-09-02 11:25:00","116",11,19,true,true,true,"BROADSTONE","","Broadstone",53.3547,-6.272314,"",30
"dublin_bikes","2024-09-02 11:25:00","12",1,19,true,true,true,"ECCLES STREET","","Eccles Street",53.359245,-6.269779,"",20
"dublin_bikes","2024-09-02 11:25:00","19",21,9,true,true,true,"HERBERT PLACE","","Herbert Place",53.33443,-6.245575,"",30
"dublin_bikes","2024-09-02 11:25:00","21",3,27,true,true,true,"LEINSTER STREET SOUTH","","Leinster Street South",53.34218,-6.254485,"",30
"dublin_bikes","2024-09-02 11:25:00","28",5,25,true,true,true,"MOUNTJOY SQUARE WEST","","Mountjoy Square West",53.3563,-6.258586,"",30
"dublin_bikes","2024-09-02 11:25:00","29",21,8,true,true,true,"ORMOND QUAY UPPER","","Ormond Quay Upper",53.346058,-6.268001,"",29
"dublin_bikes","2024-09-02 11:25:00","3",10,10,true,true,true,"BOLTON STREET","","Bolton Street",53.35118,-6.269859,"",20
"dublin_bikes","2024-09-02 11:25:00","30",3,17,true,true,true,"PARNELL SQUARE NORTH","","Parnell Square North",53.35374,-6.265301,"",20
"dublin_bikes","2024-09-02 11:25:00","32",12,18,true,true,true,"PEARSE STREET","","Pearse Street",53.344303,-6.2504272,"",30
"dublin_bikes","2024-09-02 11:25:00","35",4,26,true,true,true,"SMITHFIELD","","Smithfield",53.34769,-6.278214,"",30
"dublin_bikes","2024-09-02 11:25:00","39",20,0,true,true,true,"WILTON TERRACE","","Wilton Terrace",53.332382,-6.252717,"",20
"dublin_bikes","2024-09-02 11:25:00","42",6,24,true,true,true,"SMITHFIELD NORTH","","Smithfield North",53.349564,-6.2781982,"",30
"dublin_bikes","2024-09-02 11:25:00","48",6,34,true,true,true,"EXCISE WALK","","Excise Walk",53.34778,-6.244239,"",40
"dublin_bikes","2024-09-02 11:25:00","5",11,29,true,true,true,"CHARLEMONT PLACE","","Charlemont Street",53.33066,-6.260177,"",40
"dublin_bikes","2024-09-02 11:25:00","50",1,39,true,true,true,"GEORGES LANE","","George's Lane",53.35023,-6.279696,"",40
"dublin_bikes","2024-09-02 11:25:00","53",11,29,true,true,true,"NEWMAN HOUSE","","Newman House",53.33713,-6.26059,"",40
"dublin_bikes","2024-09-02 11:25:00","57",14,9,true,true,true,"GRATTAN STREET","","Grattan Street",53.33963,-6.243778,"",23
"dublin_bikes","2024-09-02 11:25:00","60",16,14,true,true,true,"NORTH CIRCULAR ROAD","","North Circular Road",53.359623,-6.260348,"",30
"dublin_bikes","2024-09-02 11:25:00","65",21,19,true,true,true,"CONVENTION CENTRE","","Convention Centre",53.34744,-6.238523,"",40
"dublin_bikes","2024-09-02 11:25:00","66",13,26,true,true,true,"NEW CENTRAL BANK","","New Central Bank",53.347122,-6.234749,"",40
"dublin_bikes","2024-09-02 11:25:00","75",12,28,true,true,true,"JAMES STREET","","James Street",53.343456,-6.287409,"",40
"dublin_bikes","2024-09-02 11:25:00","77",10,19,true,true,true,"WOLFE TONE STREET","","Wolfe Tone Street",53.348873,-6.267459,"",29
"dublin_bikes","2024-09-02 11:25:00","79",0,27,true,true,true,"ECCLES STREET EAST","","Eccles Street East",53.358116,-6.265601,"",27
"dublin_bikes","2024-09-02 11:25:00","80",13,27,true,true,true,"ST JAMES HOSPITAL (LUAS)","","St James Hospital (Luas)",53.34136,-6.292951,"",40
"dublin_bikes","2024-09-02 11:25:00","85",23,12,true,true,true,"ROTHE ABBEY","","Rothe Abbey",53.338776,-6.30395,"",35
"dublin_bikes","2024-09-02 11:25:00","9",12,12,true,true,true,"EXCHEQUER STREET","","Exchequer Street",53.343033,-6.263578,"",24
"dublin_bikes","2024-09-02 11:25:00","90",30,8,true,true,true,"BENSON STREET","","Benson Street",53.344154,-6.233451,"",40
"dublin_bikes","2024-09-02 11:25:00","94",23,17,true,true,true,"HEUSTON STATION (CAR PARK)","","Heuston Station (Car Park)",53.346985,-6.297804,"",40
"dublin_bikes","2024-09-02 11:30:00","1",30,0,true,true,true,"CLARENDON ROW","","Clarendon Row",53.340927,-6.262501,"",31
"dublin_bikes","2024-09-02 11:30:00","10",4,12,true,true,true,"DAME STREET","","Dame Street",53.344006,-6.266802,"",16
"dublin_bikes","2024-09-02 11:30:00","101",11,19,true,true,true,"KING STREET NORTH","","King Street North",53.350292,-6.273507,"",30
"dublin_bikes","2024-09-02 11:30:00","102",3,37,true,true,true,"WESTERN WAY","","Western Way",53.35493,-6.269425,"",40
"dublin_bikes","2024-09-02 11:30:00","103",6,34,true,true,true,"GRANGEGORMAN LOWER (SOUTH)","","Grangegorman Lower (South)",53.354664,-6.278681,"",40
"dublin_bikes","2024-09-02 11:30:00","104",0,40,true,true,true,"GRANGEGORMAN LOWER (CENTRAL)","","Grangegorman Lower (Central)",53.35517,-6.278424,"",40
"dublin_bikes","2024-09-02 11:30:00","105",0,36,true,true,true,"GRANGEGORMAN LOWER (NORTH)","","Grangegorman Lower (North)",53.355953,-6.278378,"",36
"dublin_bikes","2024-09-02 11:30:00","106",17,23,true,true,true,"RATHDOWN ROAD","","Rathdown Road",53.35893,-6.280337,"",40
"dublin_bikes","2024-09-02 11:30:00","107",3,37,true,true,true,"CHARLEVILLE ROAD","","Charleville Road",53.359158,-6.281866,"",40
"dublin_bikes","2024-09-02 11:30:00","108",17,18,true,true,true,"AVONDALE ROAD","","Avondale Road",53.359406,-6.276142,"",35
"dublin_bikes","2024-09-02 11:30:00","109",26,3,true,true,true,"BUCKINGHAM STREET LOWER","","Buckingham Street Lower",53.353333,-6.249319,"",29
"dublin_bikes","2024-09-02 11:30:00","11",13,17,true,true,true,"EARLSFORT TERRACE","","Earlsfort Terrace",53.334293,-6.258503,"",30
"dublin_bikes","2024-09-02 11:30:00","110",2,38,true,true,true,"PHIBSBOROUGH ROAD","","Phibsborough Road",53.356308,-6.273717,"",40
"dublin_bikes","2024-09-02 11:30:00","111",0,40,true,true,true,"MOUNTJOY SQUARE EAST","","Mountjoy Square East",53.356716,-6.256359,"",40
"dublin_bikes","2024-09-02 11:30:00","112",12,18,true,true,true,"NORTH CIRCULAR ROAD (O'CONNELL'S)","","North Circular Road (O'Connell's)",53.35784,-6.251557,"",30
"dublin_bikes","2024-09-02 11:30:00","113",23,17,true,true,true,"MERRION SQUARE SOUTH","","Merrion Square South",53.338615,-6.248606,"",40
"dublin_bikes","2024-09-02 11:30:00","114",26,14,true,true,true,"WILTON TERRACE (PARK)","","Wilton Terrace (Park)",53.333652,-6.248345,"",40
"dublin_bikes","2024-09-02 11:30:00","116",11,19,true,true,true,"BROADSTONE","","Broadstone",53.3547,-6.272314,"",30
"dublin_bikes","2024-09-02 11:30:00","117",20,20,true,true,true,"HANOVER QUAY EAST","","Hanover Quay East",53.343655,-6.231755,"",40
